study_id,site_id,core_id,method_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter,fraction_carbon,cs137_activity,cs137_activity_se,cs137_unit
Snedden_2021,Breton_Sound_Basin,Breton_8,single set of methods,42,44,0.183,0.281,0.126,0.684,0.169,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_8,single set of methods,44,46,0.187,0.298,0.134,0.225,0.182,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_8,single set of methods,46,48,0.2,0.301,0.135,NA,NA,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_8,single set of methods,48,50,0.214,0.301,0.135,NA,NA,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_9,single set of methods,0,2,0.078,0.52,0.23800000000000002,0.571,0.144,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_9,single set of methods,2,4,0.177,0.185,0.081,0.349,0.067,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_9,single set of methods,4,6,0.324,0.124,0.052000000000000005,0.120,0.042,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_9,single set of methods,6,8,0.146,0.34,0.154,0.609,0.110,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_9,single set of methods,8,10,0.141,0.43,0.196,0.515,0.113,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_9,single set of methods,10,12,0.137,0.409,0.18600000000000003,0.675,0.127,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_9,single set of methods,12,14,0.15,0.449,0.205,0.562,0.117,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_9,single set of methods,14,16,0.123,0.423,0.193,0.866,0.133,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_9,single set of methods,16,18,0.126,0.435,0.198,1.356,0.145,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_9,single set of methods,18,20,0.121,0.433,0.19699999999999998,1.590,0.141,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_9,single set of methods,20,22,0.115,0.431,0.19699999999999998,1.930,0.164,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_9,single set of methods,22,24,0.117,0.432,0.19699999999999998,1.620,0.154,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_9,single set of methods,24,26,0.149,0.386,0.175,2.077,0.136,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_9,single set of methods,26,28,0.272,0.171,0.07400000000000001,1.793,0.063,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_9,single set of methods,28,30,0.479,0.088,0.035,1.346,0.040,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_9,single set of methods,30,32,0.241,0.166,0.07200000000000001,2.735,0.098,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_9,single set of methods,32,34,0.125,0.391,0.177,4.013,0.181,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_9,single set of methods,34,36,0.157,0.356,0.161,1.967,0.123,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_9,single set of methods,36,38,0.13,0.371,0.168,1.390,0.128,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_9,single set of methods,38,40,0.143,0.343,0.155,0.662,0.117,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_9,single set of methods,40,42,0.154,0.282,0.126,0.266,0.100,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_9,single set of methods,42,44,0.182,0.258,0.115,0.226,0.101,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_9,single set of methods,44,46,0.189,0.26,0.11599999999999999,0.363,0.073,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_9,single set of methods,46,48,0.278,0.171,0.07400000000000001,0.777,0.185,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_9,single set of methods,48,50,0.273,0.169,0.073,0.620,0.159,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_10,single set of methods,0,2,0.194,0.3,0.135,0.462,0.106,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_10,single set of methods,2,4,0.267,0.255,0.114,NA,NA,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_10,single set of methods,4,6,0.377,0.319,0.14400000000000002,0.297,0.079,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_10,single set of methods,6,8,0.482,0.107,0.044000000000000004,NA,NA,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_10,single set of methods,8,10,0.231,0.378,0.171,0.361,0.125,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_10,single set of methods,10,12,0.254,0.263,0.11699999999999999,NA,NA,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_10,single set of methods,12,14,0.224,0.258,0.115,0.489,0.126,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_10,single set of methods,14,16,0.21,0.232,0.10300000000000001,NA,NA,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_10,single set of methods,16,18,0.212,0.228,0.10099999999999999,0.858,0.107,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_10,single set of methods,18,20,0.189,0.229,0.102,NA,NA,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_10,single set of methods,20,22,0.225,0.254,0.113,0.358,0.101,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_10,single set of methods,22,24,0.24,0.254,0.113,0.000,0.000,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_10,single set of methods,24,26,0.253,0.253,0.113,0.412,0.154,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_10,single set of methods,26,28,0.264,0.241,0.107,NA,NA,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_10,single set of methods,28,30,0.236,0.233,0.10300000000000001,0.844,0.243,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_10,single set of methods,30,32,0.223,0.228,0.10099999999999999,0.000,0.000,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_10,single set of methods,32,34,0.243,0.246,0.11,0.870,0.150,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_10,single set of methods,34,36,0.254,0.26,0.11599999999999999,1.843,0.365,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_10,single set of methods,36,38,0.246,0.258,0.115,1.557,0.118,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_10,single set of methods,38,40,0.255,0.234,0.10400000000000001,2.438,0.457,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_10,single set of methods,40,42,0.191,0.322,0.145,2.369,0.162,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_10,single set of methods,42,44,0.175,0.338,0.153,3.435,0.547,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_10,single set of methods,44,46,0.162,0.376,0.171,0.905,0.171,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_10,single set of methods,46,48,0.183,0.331,0.149,NA,NA,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_10,single set of methods,48,50,0.2,0.29,0.13,0.467,0.117,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_11,single set of methods,0,2,0.258,0.208,0.091,0.105,0.121,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_11,single set of methods,2,4,0.312,0.192,0.084,0.184,0.080,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_11,single set of methods,4,6,0.78,0.041,0.013000000000000001,0.000,0.052,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_11,single set of methods,6,8,0.734,0.049,0.017,NA,NA,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_11,single set of methods,8,10,0.338,0.207,0.091,0.344,0.085,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_11,single set of methods,10,12,0.31,0.236,0.105,NA,NA,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_11,single set of methods,12,14,0.276,0.251,0.11199999999999999,0.241,0.106,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_11,single set of methods,14,16,0.246,0.24,0.106,NA,NA,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_11,single set of methods,16,18,0.278,0.242,0.10800000000000001,0.348,0.119,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_11,single set of methods,18,20,0.247,0.243,0.10800000000000001,NA,NA,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_11,single set of methods,20,22,0.242,0.258,0.115,0.811,0.137,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_11,single set of methods,22,24,0.26,0.245,0.109,NA,NA,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_11,single set of methods,24,26,0.263,0.231,0.10300000000000001,0.259,0.121,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_11,single set of methods,26,28,0.269,0.23,0.102,1.157,0.104,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_11,single set of methods,28,30,0.372,0.165,0.07200000000000001,1.298,0.078,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_11,single set of methods,30,32,0.259,0.217,0.096,1.816,0.114,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_11,single set of methods,32,34,0.231,0.262,0.11699999999999999,2.265,0.123,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_11,single set of methods,34,36,0.257,0.254,0.113,1.456,0.106,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_11,single set of methods,36,38,0.259,0.227,0.10099999999999999,1.228,0.096,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_11,single set of methods,38,40,0.112,0.218,0.096,0.837,0.223,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_11,single set of methods,40,42,0.238,0.179,0.078,0.935,0.105,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_11,single set of methods,42,44,0.26,0.212,0.09300000000000001,0.490,0.105,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_11,single set of methods,44,46,0.248,0.218,0.096,0.693,0.105,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_11,single set of methods,46,48,0.283,0.208,0.092,0.297,0.085,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_11,single set of methods,48,50,0.279,0.211,0.09300000000000001,0.324,0.092,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_12,single set of methods,0,2,0.106,0.492,0.225,1.005,0.392,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_12,single set of methods,2,4,0.125,0.54,0.248,1.954,0.377,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_12,single set of methods,4,6,0.104,0.587,0.27,2.534,0.436,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_12,single set of methods,6,8,0.092,0.618,0.284,2.656,0.513,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_12,single set of methods,8,10,0.096,0.546,0.251,5.865,0.523,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_12,single set of methods,10,12,0.102,0.591,0.271,3.255,0.454,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_12,single set of methods,12,14,0.103,0.716,0.33,0.986,0.329,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_12,single set of methods,14,16,0.099,0.733,0.33799999999999997,NA,NA,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_12,single set of methods,16,18,0.1,0.724,0.33399999999999996,2.193,0.471,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_12,single set of methods,18,20,0.096,0.737,0.34,NA,NA,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_12,single set of methods,20,22,0.102,0.727,0.335,1.439,0.444,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_12,single set of methods,22,24,0.109,0.739,0.341,NA,NA,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_12,single set of methods,24,26,0.108,0.74,0.342,1.455,0.452,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_12,single set of methods,26,28,0.113,0.724,0.33399999999999996,NA,NA,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_12,single set of methods,28,30,0.117,0.688,0.317,1.034,0.434,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_12,single set of methods,30,32,0.123,0.665,0.306,NA,NA,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_12,single set of methods,32,34,0.142,0.544,0.249,1.420,0.328,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_12,single set of methods,34,36,0.139,0.52,0.23800000000000002,2.058,0.391,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_12,single set of methods,36,38,0.081,0.736,0.34,11.862,0.593,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_12,single set of methods,38,40,0.081,0.695,0.32,9.182,0.644,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_12,single set of methods,40,42,0.111,0.569,0.261,6.291,0.434,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_12,single set of methods,42,44,0.132,0.529,0.243,1.750,0.389,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_12,single set of methods,44,46,0.133,0.502,0.23,0.854,0.280,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_12,single set of methods,46,48,0.14,0.457,0.20800000000000002,NA,NA,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_13,single set of methods,0,2,0.091,0.581,0.267,1.211,0.185,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_13,single set of methods,2,4,0.066,0.601,0.276,NA,NA,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_13,single set of methods,4,6,0.065,0.707,0.326,0.685,0.255,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_13,single set of methods,6,8,0.055,0.781,0.361,NA,NA,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_13,single set of methods,8,10,0.054,0.817,0.377,0.267,0.309,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_13,single set of methods,10,12,0.051,0.848,0.392,NA,NA,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_13,single set of methods,12,14,0.05,0.829,0.38299999999999995,1.309,0.247,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_13,single set of methods,14,16,0.045,0.886,0.41,0.815,0.334,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_13,single set of methods,16,18,0.058,0.732,0.33799999999999997,2.286,0.248,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_13,single set of methods,18,20,0.09,0.503,0.23,4.026,0.214,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_13,single set of methods,20,22,0.103,0.424,0.193,4.339,0.208,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_13,single set of methods,22,24,0.073,0.64,0.294,3.966,0.256,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_13,single set of methods,24,26,0.057,0.818,0.37799999999999995,1.979,0.312,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_13,single set of methods,26,28,0.06,0.735,0.33899999999999997,NA,NA,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_13,single set of methods,28,30,0.072,0.544,0.249,1.322,0.247,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_13,single set of methods,30,32,0.136,0.309,0.139,0.000,0.000,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_13,single set of methods,32,34,0.175,0.271,0.121,1.396,0.118,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_13,single set of methods,34,36,0.164,0.299,0.134,NA,NA,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_13,single set of methods,36,38,0.108,0.51,0.23399999999999999,0.659,0.146,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_13,single set of methods,38,40,0.087,0.677,0.312,0.000,0.000,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_13,single set of methods,40,42,0.071,0.812,0.375,0.000,0.212,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_13,single set of methods,42,44,0.068,0.856,0.396,NA,NA,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_13,single set of methods,44,46,0.072,0.864,0.4,0.195,0.201,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_13,single set of methods,46,48,0.07,0.86,0.39799999999999996,NA,NA,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_14,single set of methods,0,2,0.104,0.432,0.19699999999999998,1.039,0.596,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_14,single set of methods,2,4,0.141,0.407,0.185,NA,NA,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_14,single set of methods,4,6,0.128,0.442,0.20199999999999999,0.642,0.705,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_14,single set of methods,6,8,0.116,0.508,0.23199999999999998,NA,NA,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_14,single set of methods,8,10,0.107,0.536,0.24600000000000002,1.007,0.410,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_14,single set of methods,10,12,0.101,0.523,0.239,NA,NA,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_14,single set of methods,12,14,0.093,0.548,0.251,0.800,0.484,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_14,single set of methods,14,16,0.08,0.585,0.26899999999999996,NA,NA,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_14,single set of methods,16,18,0.077,0.554,0.254,2.028,0.557,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_14,single set of methods,18,20,0.075,0.555,0.254,NA,NA,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_14,single set of methods,20,22,0.093,0.528,0.242,1.484,0.520,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_14,single set of methods,22,24,0.093,0.526,0.24100000000000002,2.054,0.511,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_14,single set of methods,24,26,0.089,0.477,0.218,2.267,0.502,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_14,single set of methods,26,28,0.093,0.449,0.205,3.039,0.505,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_14,single set of methods,28,30,0.116,0.382,0.17300000000000001,3.625,0.424,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_14,single set of methods,30,32,0.12,0.362,0.16399999999999998,4.498,0.451,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_14,single set of methods,32,34,0.102,0.406,0.185,5.348,0.459,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_14,single set of methods,34,36,0.119,0.34,0.154,5.148,0.438,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_14,single set of methods,36,38,0.111,0.415,0.18899999999999997,3.758,0.546,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_14,single set of methods,38,40,0.102,0.473,0.21600000000000003,3.438,0.472,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_14,single set of methods,40,42,0.123,0.377,0.171,2.586,0.431,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_14,single set of methods,42,44,0.1,0.46,0.21,5.600,0.467,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_14,single set of methods,44,46,0.091,0.48,0.22,3.040,0.554,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_14,single set of methods,46,48,0.071,0.567,0.26,0.772,0.714,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_14,single set of methods,48,50,0.079,0.503,0.23,1.494,0.578,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_15,single set of methods,0,2,0.099,0.302,0.136,0.246,0.161,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_15,single set of methods,2,4,0.143,0.335,0.151,0.260,0.117,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_15,single set of methods,4,6,0.326,0.144,0.062,0.152,0.053,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_15,single set of methods,6,8,0.239,0.264,0.11800000000000001,0.156,0.068,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_15,single set of methods,8,10,0.18,0.292,0.131,0.062,0.095,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_15,single set of methods,10,12,0.152,0.289,0.13,0.201,0.099,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_15,single set of methods,12,14,0.17,0.287,0.129,0.129,0.097,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_15,single set of methods,14,16,0.141,0.28,0.125,0.375,0.111,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_15,single set of methods,16,18,0.123,0.382,0.17300000000000001,0.463,0.131,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_15,single set of methods,18,20,0.104,0.399,0.182,0.413,0.150,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_15,single set of methods,20,22,0.123,0.444,0.20199999999999999,0.342,0.118,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_15,single set of methods,22,24,0.154,0.353,0.16,0.273,0.098,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_15,single set of methods,24,26,0.15,0.363,0.165,0.179,0.113,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_15,single set of methods,26,28,0.149,0.447,0.204,0.100,0.114,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_15,single set of methods,28,30,0.169,0.419,0.191,0.358,0.103,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_15,single set of methods,30,32,0.146,0.375,0.17,0.472,0.113,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_15,single set of methods,32,34,0.16,0.384,0.174,0.407,0.112,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_15,single set of methods,34,36,0.146,0.318,0.14300000000000002,0.722,0.112,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_15,single set of methods,36,38,0.175,0.256,0.114,0.565,0.101,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_15,single set of methods,38,40,0.266,0.246,0.109,0.693,0.072,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_15,single set of methods,40,42,0.306,0.168,0.073,1.078,0.069,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_15,single set of methods,42,44,0.285,0.186,0.081,1.922,0.085,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_15,single set of methods,44,46,0.193,0.284,0.127,2.115,0.117,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_15,single set of methods,46,48,0.186,0.257,0.114,0.837,0.091,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_16,single set of methods,0,2,0.217,0.253,0.113,0.017,0.258,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_16,single set of methods,2,4,0.345,0.15,0.064,NA,NA,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_16,single set of methods,4,6,0.374,0.172,0.075,0.048,0.122,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_16,single set of methods,6,8,0.194,0.37,0.168,NA,NA,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_16,single set of methods,8,10,0.194,0.336,0.152,0.902,0.232,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_16,single set of methods,10,12,0.194,0.258,0.115,NA,NA,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_16,single set of methods,12,14,0.198,0.28,0.125,0.540,0.246,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_16,single set of methods,14,16,0.142,0.383,0.174,NA,NA,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_16,single set of methods,16,18,0.175,0.325,0.147,0.275,0.281,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_16,single set of methods,18,20,0.175,0.315,0.142,NA,NA,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_16,single set of methods,20,22,0.189,0.29,0.13,0.648,0.237,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_16,single set of methods,22,24,0.188,0.336,0.152,NA,NA,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_16,single set of methods,24,26,0.183,0.323,0.146,0.810,0.268,disintegrationsPerMinutePerGram
Snedden_2021,Breton_Sound_Basin,Breton_16,single set of methods,26,28,0.171,0.341,0.154,NA,NA,disintegrationsPerMinutePerGram
